,Entry,Ref,Linkage formed,"Acceptor
size",(eq .),"Donor
size",(eq .).1,"Yield
(%)",a : B,"Glycosyl
Donor","Neighbouring
group",Activator,Solvent,temperature_C,donor_type,acceptor_type,solvent_smiles,donor_conf,lg,C2_smiles,activator,Major True,Minor True,Conf positive(%) True
351,680,91,rHA (1-2) Gal,4,1,2,2.7,38,a,bromide,OBz,"AgOTf,MDTBP",DCM,-50,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
352,681,93,rHA (1-2) Gal,3,1,1,3.4,94,a,chloride,OBz,"AgOTf,MDTBP",DCM,-50,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
353,682,96,rHA (1-2) Gal [ 3F ],1,1,1,1.8,90,a,bromide,OBz,"AgOTf,collidine",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
354,683,96,rHA (1-2) Gal [ 4F ],1,1,1,1.8,92,a,bromide,OBz,"AgOTf,collidine",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
355,684,107,rHA (1-2) Gal [ 6 - d ],1,1,1,1.4,97,a,bromide,OBz,"AgOTf,collidine",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
356,685,96,rHA (1-2) Gal [ 6F ],1,1,1,1.9,85,a,bromide,OBz,"AgOTf,collidine",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
357,686,93,rHA (1-2) Glc,3,1,1,1.6,94,a,bromide,OBz,"AgOTf,MDTBP",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
358,687,81,rHA (1-2) Glc [ 6 - d ],2,1,1,2,76,a,imidate,OBn,TMSOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
359,688,157,rHA (1-2) aLT,1,1,2,1.08,61,a,imidate,OSugar,TMSOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*OC(=N)C(Cl)(Cl)Cl,[*]OC1C(O)C(O)C(O)C(O)O1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
360,689,91,rHA (1-2) rHA,1,1,1,3,73,a,acetate,NHAc,TMSOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*OC([CH3])=O,*[NH]C([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
361,690,116,rHA (1-2) rHA,1,1,1,1.1,60,a,acetate,OCH3,BF3-OEt2,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*OC([CH3])=O,*OC,CCO(CC).[B-](F)(F)F,1,0,100.0
362,691,141,rHA (1-2) rHA,1,(NR),1,(NR),59,a,SEt,OBn,IDCP,"DCE,Et2O",0,pyranose,O,"['C(CCl)Cl ', 'CCOCC']","[0, -1, -1, 1, -1]",[*]SCC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CC1=C(C(=NC=C1)C)C.CC1=C(C(=NC=C1)C)C.[O-]Cl(=O)(=O)=O.[IH2+],1,0,100.0
363,692,141,rHA (1-2) rHA,1,(NR),2,(NR),72,a,SEt,OSugar,"NIS,TfOH","DCE,Et2O",0,pyranose,O,"['C(CCl)Cl ', 'CCOCC']","[0, -1, -1, 1, -1]",[*]SCC,[*]OC1C(O)C(O)C(O)C(O)O1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
364,693,141,rHA (1 2) rHA,1,(NR),2,(NR),62,a,SEt,OSugar,"NIS,TfOH","DCE,Et2O",0,pyranose,O,"['C(CCl)Cl ', 'CCOCC']","[0, -1, -1, 1, -1]",[*]SCC,[*]OC1C(O)C(O)C(O)C(O)O1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
365,694,69,rHA (1-2) tAL- (6 - deoxy),1,1.2,1,1,72,a,SEt,OBn,MeOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",[*]SCC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,COS(=O)(=O)C(F)(F)F  ,1,0,100.0
366,695,71,rHA (1-2) tAL- (6 - deoxy),1,1,2,1.2,72,a,SEt,OBz,"NIS,TfOH","DCM,Et2O",-30,pyranose,O,"['CC(Cl)Cl', 'CCOCC']","[0, -1, -1, 1, -1]",[*]SCC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
367,696,107,rHA (1-2) Xyl [ 3d ],1,1,1,1.4,92,a,bromide,OBz,"AgOTf,collidine",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
368,697,107,rHA (1-2) Xyl [ 4d ],1,1,1,1.4,93,a,bromide,OBz,"AgOTf,collidine",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
369,698,167,rHA (13) Gal,1,1,1,2,37,a,bromide,OBz,AgOTf,MeCN,,pyranose,O,['CC#N'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
370,699,149,rHA (13) Glc,1,1,1,1.2,76,a,bromide,OBz,Hg(CN)2,toluene,,pyranose,O,['Cc1ccccc1'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(#N)[Hg]C#N ,1,0,100.0
371,700,149,rHA (13) Glc,1,1.2,1,1,88,a,OCOCl3,OBz,"TMSOTf,MDTBP",,,pyranose,O,,"[0, -1, -1, 1, -1]",[*]OC(C(Cl)(Cl)Cl)=O,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
372,701,91,rHA (1 → 3) rHA,1,1.2,1,1,53,a,bromide,OBz,AgOTf,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
373,702,93,rHA (1 → 3) rHA,4,1.5,4,1,69,a,imidate,OBz,BF3-OEt2,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CCO(CC).[B-](F)(F)F,1,0,100.0
374,706,149,rHA (1 → 6) Glc,2,1,1,1.2,88,a,bromide,OBz,Hg(CN)2,toluene,,pyranose,O,['Cc1ccccc1'],"[0, -1, -1, 1, -1]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(#N)[Hg]C#N ,1,0,100.0
375,707,149,rHA (1 → 6) Glc,2,1,1,1.1,96,a,OCOCl3,OBz,"TMSOTf,MDTBP",,,pyranose,O,,"[0, -1, -1, 1, -1]",[*]OC(C(Cl)(Cl)Cl)=O,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
376,710,157,rHA (1-6) GlcNAc,1,1,1,1,76,a,imidate,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, -1, 1, -1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
378,715,34,Rib [ 2d ] (1-6) Glc,1,1,1,1,82,a,OTBDMS,H,TMSOTf,DCM,-50,pyranose,O,['CC(Cl)Cl'],"[0, 0, -1, -1, 0]",[*]O[Si](C)(C(C)(C)C)C,*[H],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
379,716,34,Rib [ 2d ] (1-6) Glc,2,1,1,1.2,75,a,OTBDMS,H,TMSOTf,DCM,-50,pyranose,O,['CC(Cl)Cl'],"[0, 0, -1, -1, 0]",[*]O[Si](C)(C(C)(C)C)C,*[H],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
380,717,130,"xYL [ 3,6d ] (1 + 3) GlcNAc",4,1,1,8,84,a,fluoride,OBn,"AgClO4,SnCl2,TMU",DCE,-20,pyranose,O,['C(CCl)Cl '],"[0, 1, 0, 1, 0]",*F,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,[O-]Cl(=O)(=O)=O.[Ag+].Cl[Sn]Cl.CN(C)C(=O)N(C)C,1,0,100.0
381,718,90,"xYL [ 3,6d ] (1-3) GlcNAc",2,1,1,1.2,82,a,SMe,OBn,DMTST,Benzene,20,pyranose,O,['C1=CC=CC=C1 '],"[0, 1, 0, 1, 0]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
382,720,90,"xYL [ 4,6d ] (1 → 3) GlcNAc",2,1,1,1.2,57,a,SMe,OBz,DMTST,Benzene,20,pyranose,O,['C1=CC=CC=C1 '],"[0, 1, -1, 0, 0]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,-1,0,0.0
383,730,174,"Xyl [ 3,6 ] (1 → 3) Man",1,1,1,1.4,58,a,chloride,OBn,"AgOTf,TMU",DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 0, -1, 0]",*Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,-1,0,0.0
384,731,108,Xyl [ 3d ] (1 → 4) Gal,2,1.05,1,1,22,a,fluoride,OBn,"SnCl2,AgClO4",,,pyranose,O,,"[0, -1, 0, -1, 0]",*F,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,Cl[Sn]Cl.[O-]Cl(=O)(=O)=O.[Ag+],-1,0,0.0
385,732,109,Xyl [ 3d ] (1 + 4) Gal,2,1.05,1,1,84,a,SPyr,OBn,AgOTf,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 0, -1, 0]",[*]SC1=NC=CC=C1,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
386,566,103,"Man (1-2,2 ') Man",3,1,1,2.5,68,a,n-pentenyl,OAc,"NIS,TESOTf",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",[*]OCCCC=C,*OC([CH3])=O,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
387,575,63,"Man (1-3,6) Man",1,1,1,2.2,78,a,Me2P=S,OBn,AgClO4,Benzene,,pyranose,O,['C1=CC=CC=C1 '],"[0, 1, 1, -1, 1]",S=P(C)(O[*])C,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,[O-]Cl(=O)(=O)=O.[Ag+],-1,0,0.0
388,631,129,"Man [ 6d ] (1 → 3,6) Man",1,1,1,2.05,53,a,chloride,OAc,"AgOTf,TMU",DCE,20,pyranose,O,['C(CCl)Cl '],"[0, 1, 1, -1, 1]",*Cl,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,-1,0,0.0
389,7,60,"fUC (1-2 ' ,3) Gal - Glycal",2,1,1,4,51,a,fluoride,OBn,"AgClO4,SnCl2",Et2O,30,pyranose,O,['CCOCC'],"[0, 1, -1, -1, -1]",*F,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,[O-]Cl(=O)(=O)=O.[Ag+].Cl[Sn]Cl,1,0,100.0
390,8,132,"fUC (1-2 ' ,3) Gal - GlcNAc",2,1,1,2.3,93,a,imidate,OBn,ZnCl2-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,Cl[Sn]Cl.CCO(CC),1,0,100.0
391,9,61,"fUC (1-2,4) Gal - Glycal",2,1,1,5,NR,a,fluoride,OBn,"Sn(OTf)2,DTBP",THF,,pyranose,O,['C1CCOC1 '],"[0, 1, -1, -1, -1]",*F,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F..CC(C)(C)C1=NC(=CC=C1)C(C)(C)C,1,0,100.0
392,37,116,fUC (1-3) Glc,1,1,1,1.2,54,B,acetate,OCH3,BF3-OEt2,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",*OC([CH3])=O,*OC,CCO(CC).[B-](F)(F)F,-1,0,0.0
393,42,132,fUC (1 → 3) GlcNAc,2,1,1,(NR),97,B,imidate,OBn,ZnCl2-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,Cl[Sn]Cl.CCO(CC),-1,0,0.0
394,61,42,fUCNAc- (1 → 3)GlcNAc,1,1,1,1.6,75,B,SEt,N3,"NIS,TfOH","DCE,Et2O",0,pyranose,O,"['C(CCl)Cl ', 'CCOCC']","[0, 1, -1, -1, -1]",[*]SCC,*N=[N+]=[N-],C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,-1,0,0.0
395,63,13,Gal (1 - aliphatic),1,1,1,2,100,B,chloride,OBn,Zn butylbenzoate,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CC(C)(C)C1=CC=C(C=C1)C(=O)[O-].CC(C)(C)C1=CC=C(C=C1)C(=O)[O-].[Zn+2],1,0,100.0
396,64,82,Gal (1-2) Glc,1,1.35,1,1,45,B,bromide,OCAMB,"AgOTf,collidine",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Br,[*]OC(C1=C(COC(CCl)=O)C=CC=C1)=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
397,65,106,Gal (1-2) Glc,1,1,1,1.2,20,B,bromide,OAc,Hg(CN)2,"nitromethane,toluene",20,pyranose,O,"['C[N+](=O)[O-]  ', 'Cc1ccccc1']","[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N ,1,0,100.0
398,67,174,Gal (1-2) Man,2,1,1,2,86,B,bromide,OBn,"AgOTf,TMU",DCM,-45,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,1,0,100.0
399,68,174,Gal (1-2) Man,2,1,1,1,52,B,SEt,OAc,"NIS,TfOH",DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SCC,*OC([CH3])=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
400,72,178,Gal (13) Deoxy Nojira,1,1,2,1.2,90,B,SMe,OBz,"NIS,TfOH",DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
401,73,15,Gal (1-3) Gal,2,1,1,2,65,B,bromide,OAc,"AgOTf,TMU",DCM,-30,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,1,0,100.0
402,82,164,Gal (1-3) GalNAc,1,1,1,1.2,70,B,bromide,OAc,"AgOTf,DTBP",,,pyranose,O,,"[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC(C)(C)C1=NC(=CC=C1)C(C)(C)C,1,0,100.0
403,83,6,Gal (1-3) GalNAc,1,1.3,2,1,58,B,imidate,OLev,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
404,96,146,Gal (1-3) Glc,1,1,1,1.6,100,B,imidate,OBz,TMSOTf,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
405,97,30,Gal (1-3) GlcNAc,1,1,1,1,62,B,dibenzylphosphite,OAc,TMSOTf,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
406,98,30,Gal (1-3) GlcNAc,1,1,1,1,58,B,dibenzylphosphite,OAc,TMSOTf,MeCN,-40,pyranose,O,['CC#N'],"[0, -1, 1, 1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
407,99,79,Gal (1-3) GlcNAc,1,1,1,2,64,B,dibenzylphosphite,OAc,TMSOTf,Et2O,20,pyranose,O,['CCOCC'],"[0, -1, 1, 1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
408,100,188,Gal (1-3) GlcNAc,1,1,1,4,-88,B,sulfoxide,OPiv,"Tf2O,MDTBP",DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]S(C1=CC=CC=C1)=O,[*]OC(C(C)(C)C)=O,C(F)(F)(F)S(=O)(=O)OS(=O)(=O)C(F)(F)F.Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
409,102,91,Gal (13) GlcNAc,3,1,1,1.9,88,B,SMe,OBn,MeOTf,Et2O,,pyranose,O,['CCOCC'],"[0, -1, 1, 1, 1]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,COS(=O)(=O)C(F)(F)F  ,1,0,100.0
410,104,93,Gal (1-3) GlcNAc,2,1,1,1.8,87,B,SMe,OPMB,MeOTf,Et2O,25,pyranose,O,['CCOCC'],"[0, -1, 1, 1, 1]",[*]SC,[*]OCC1=CC=C(OC)C=C1,COS(=O)(=O)C(F)(F)F  ,1,0,100.0
411,105,97,Gal (1-3) GlcNAc,3,1,2,1.5,90,B,SMe,OBz,DMTST,DCM,8,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
413,111,80,Gal (1-3 / 4) GlcNAc,1,1.3,1,1,70,B,imidate,OAc,TMSOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
414,114,178,Gal (1-4) Deoxy Nojira,2,1,2,1.5,59,B,SMe,OBz,DMTST,Benzene,-7,pyranose,O,['C1=CC=CC=C1 '],"[0, -1, 1, 1, 1]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
415,118,30,Gal (14) Glc,1,1,1,1,66,B,dibenzylphosphite,OAc,TMSOTf,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
416,119,11,Gal (1-4) GlcNAc,1,1,1,1.2,78,B,bromide,OAc,"AgOTf,DTBP","DCM,toluene",20,pyranose,O,"['CC(Cl)Cl', 'Cc1ccccc1']","[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC(C)(C)C1=NC(=CC=C1)C(C)(C)C,1,0,100.0
417,124,133,Gal (1-4) GlcNAc,1,1,1,1.6,86,B,bromide,OAc,AgOTf,"nitromethane,toluene",-30,pyranose,O,"['C[N+](=O)[O-]  ', 'Cc1ccccc1']","[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
418,125,166,Gal (1-4) GlcNAc,1,(NR),1,(NR),69,B,bromide,OAc,AgOTf,DCM,-15,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
419,128,37,Gal (1-4) GlcNAc,3,1,1,2.1,64,B,imidate,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
420,129,37,Gal (1-4) GlcNAc,3,1,1,2.1,66,B,imidate,OAc,TMSOTf,,,pyranose,O,,"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
421,131,41,Gal (1-4) GlcNAc,4,1,2,2,74,B,SMe,OBz,DMTST,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
422,132,41,Gal (1-4) GlcNAc,6,1,2,1,28,B,SMe,OBz,DMTST,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
423,133,80,Gal (1-4) GlcNAc,3,1,1,1.2,42,B,SMe,OBz,DMTST,MeCN,-40,pyranose,O,['CC#N'],"[0, -1, 1, 1, 1]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
424,138,126,Gal (1-4) GlcNAc,1,1,1,1.2,61,B,SMe,OAc,MeOTf,toluene,-15,pyranose,O,['Cc1ccccc1'],"[0, -1, 1, 1, 1]",[*]SC,*OC([CH3])=O,COS(=O)(=O)C(F)(F)F  ,1,0,100.0
425,139,86,Gal (1-4) Glc [ 6d ],1,(NR),1,(NR),44,B,imidate,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
426,142,122,Gal (14) iDOA,4,(NR),1,(NR),40,B,imidate,OAc,TMSOTf,,,pyranose,O,,"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
427,145,84,Gal (1-4) iDOA,1,(NR),1,(NR),90,B,SEt,OBz,"NIS,TfOH",DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SCC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
428,146,133,Gal (1-4) Xyl,1,1,1,2.3,34,B,bromide,OAc,Hg(CN)2,"nitromethane,toluene",20,pyranose,O,"['C[N+](=O)[O-]  ', 'Cc1ccccc1']","[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N ,1,0,100.0
429,147,88,Gal (1-4) Xyl,1,1.8,3,1,77,B,imidate,OBz,TMSOTf,DCE,-20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
430,148,88,Gal (1-4) Xyl,1,1,1,1.2,75,B,imidate,OBz,TMSOTf,DCE,-20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
